"Source","Destination","Bytes","LastWriteTime"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_maxi_workspace_preflight_regression.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_maxi_workspace_preflight_regression.json","1530","24/05/2026 20:21:21"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_maxi_workspace_preflight_regression.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_maxi_workspace_preflight_regression.txt","285","24/05/2026 20:21:21"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_maxi_workspace_preflight.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_maxi_workspace_preflight.json","1087","09/06/2026 17:57:29"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_maxi_workspace_preflight.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_maxi_workspace_preflight.txt","570","09/06/2026 17:57:29"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_window_pre_business_guard_regression.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_window_pre_business_guard_regression.json","4833","08/06/2026 19:24:49"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_window_pre_business_guard_regression.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_window_pre_business_guard_regression.txt","4075","08/06/2026 19:24:49"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_window_pre_business_guard.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_window_pre_business_guard.json","9823","09/06/2026 18:00:59"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\logs\jarvis_window_pre_business_guard.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\logs\jarvis_window_pre_business_guard.txt","1681","09/06/2026 18:00:59"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\ai_orchestration_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\ai_orchestration_next_layer.md","3757","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\avatar_3d_mimouss_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\avatar_3d_mimouss_next_layer.md","1549","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\marketing_automation_mail_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\marketing_automation_mail_next_layer.md","1964","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\maxi_controlled_commerce_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\maxi_controlled_commerce_next_layer.md","1296","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\pc_runtime_openwebui_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\pc_runtime_openwebui_next_layer.md","3144","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\social_desktop_apps_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\social_desktop_apps_next_layer.md","1285","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\spotify_media_assist_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\spotify_media_assist_next_layer.md","1173","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\vision_camera_gesture_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\vision_camera_gesture_next_layer.md","1177","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_chantiers\voice_reactivity_next_layer.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_chantiers\voice_reactivity_next_layer.md","1599","09/06/2026 18:16:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\00_MODE_EMPLOI_MOUSS.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\00_MODE_EMPLOI_MOUSS.md","1864","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\01_voice_reactivity_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\01_voice_reactivity_automation_prompt.txt","1951","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\02_ai_orchestration_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\02_ai_orchestration_automation_prompt.txt","1905","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\03_pc_runtime_openwebui_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\03_pc_runtime_openwebui_automation_prompt.txt","1675","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\04_assistant_pc_reactif_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\04_assistant_pc_reactif_automation_prompt.txt","1576","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\05_avatar_3d_mimouss_parking_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\05_avatar_3d_mimouss_parking_automation_prompt.txt","1376","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\06_maxi_controlled_commerce_draft_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\06_maxi_controlled_commerce_draft_automation_prompt.txt","1544","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\07_marketing_mail_social_draft_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\07_marketing_mail_social_draft_automation_prompt.txt","1359","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\08_social_desktop_apps_inventory_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\08_social_desktop_apps_inventory_automation_prompt.txt","1324","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\09_spotify_media_assist_draft_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\09_spotify_media_assist_draft_automation_prompt.txt","1377","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\10_vision_camera_gesture_preview_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\10_vision_camera_gesture_preview_automation_prompt.txt","1383","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\99_superviseur_retours_parallel_automation_prompt.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\99_superviseur_retours_parallel_automation_prompt.txt","1336","09/06/2026 07:23:11"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\parallel_automation_manifest.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\parallel_automation_manifest.json","4618","09/06/2026 07:28:51"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\STANDBY_20260609.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\STANDBY_20260609.md","664","09/06/2026 07:28:51"
"C:\Users\sinek\Desktop\Jarvis-TechEnClair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\STANDBY_NOT_LAUNCHED.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\jarvis-tech-enclair\app\parallel_work\jarvis_parallel_discussions\automation_5min_20260609\STANDBY_NOT_LAUNCHED.md","691","09/06/2026 11:00:05"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\archives\quick-products-before-optimization-2026-05-05.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\archives\quick-products-before-optimization-2026-05-05.json","40395","05/05/2026 10:29:17"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\assets\imag\4bb5aa6cd59445b6b249cb0e79a0f1c04599667e.webp","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\assets\imag\4bb5aa6cd59445b6b249cb0e79a0f1c04599667e.webp","41312","05/05/2026 10:00:04"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\assets\imag\da68981c02b8239e6b01c77b91b851e430b40e42.webp","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\assets\imag\da68981c02b8239e6b01c77b91b851e430b40e42.webp","32148","05/05/2026 10:00:06"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\assets\imag\dac0128d7a15cf2e9a297167d4a79516acc1e8fd.webp","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\assets\imag\dac0128d7a15cf2e9a297167d4a79516acc1e8fd.webp","41756","05/05/2026 10:00:02"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\backups\maxi-trouvaille_business_source_before_jarvis_20260521_143731.zip","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\backups\maxi-trouvaille_business_source_before_jarvis_20260521_143731.zip","15626372","21/05/2026 14:37:35"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\rapport.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\rapport.txt","8434","06/05/2026 09:05:51"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\scripts\create_tiktok_palette_video.py","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\scripts\create_tiktok_palette_video.py","9869","05/05/2026 20:46:04"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\scripts\create_tiktok_selection_video.py","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\scripts\create_tiktok_selection_video.py","9655","06/05/2026 02:24:13"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\scripts\create_tiktok_video.py","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\scripts\create_tiktok_video.py","5992","05/05/2026 13:54:59"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\scripts\create_tiktok_voice_video.py","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\scripts\create_tiktok_voice_video.py","7223","05/05/2026 19:10:44"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\scripts\generate_partner_tiktok_ads.py","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\scripts\generate_partner_tiktok_ads.py","10608","06/05/2026 09:01:35"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\scripts\maxi_tiktok_factory.py","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\scripts\maxi_tiktok_factory.py","18349","06/05/2026 02:31:31"
"C:\Users\sinek\Desktop\MAXI_TROUVAILLE\scripts\publish_latest_tiktok.js","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\ancien-maxi-trouvaille\scripts\publish_latest_tiktok.js","5663","06/05/2026 02:35:46"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\API_KEYS_REQUIRED.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\API_KEYS_REQUIRED.md","1613","21/05/2026 14:40:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\api-config\api_keys.template.env","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\api-config\api_keys.template.env","595","21/05/2026 14:40:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\COMMANDES_VOCALES.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\COMMANDES_VOCALES.md","750","21/05/2026 14:40:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\docs\AUDIT_EXISTANT_20260521.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\docs\AUDIT_EXISTANT_20260521.md","1182","21/05/2026 14:40:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\docs\WORKFLOW_AUDIT_IMAGES_PARTENAIRES_20260605.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\docs\WORKFLOW_AUDIT_IMAGES_PARTENAIRES_20260605.md","2494","05/06/2026 08:03:43"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\.gitkeep","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\.gitkeep","1","21/05/2026 14:40:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\20260521_124329_produit_fictif.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\20260521_124329_produit_fictif.json","1294","21/05/2026 14:43:29"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\20260522_134632_candidats_produits.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\20260522_134632_candidats_produits.json","11338","22/05/2026 15:46:32"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\20260522_134714_candidats_produits.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\20260522_134714_candidats_produits.json","11338","22/05/2026 15:47:14"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\20260522_134737_candidats_produits.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\20260522_134737_candidats_produits.json","11338","22/05/2026 15:47:37"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\20260522_145143_candidats_produits.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\20260522_145143_candidats_produits.json","11338","22/05/2026 16:51:43"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\latest_candidates.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\latest_candidates.json","11338","22/05/2026 16:51:43"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\A_VALIDER_PAR_MOUSS.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\A_VALIDER_PAR_MOUSS.md","1858","23/05/2026 08:43:22"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\garde_import.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\garde_import.txt","176","23/05/2026 08:43:22"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\liens_scripts_pubs.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\liens_scripts_pubs.txt","820","23/05/2026 08:43:22"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\manifest.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\manifest.json","7248","23/05/2026 08:43:22"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\README.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084322\README.txt","255","23/05/2026 08:43:22"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\A_VALIDER_PAR_MOUSS.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\A_VALIDER_PAR_MOUSS.md","1858","23/05/2026 08:43:46"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\garde_import.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\garde_import.txt","176","23/05/2026 08:43:46"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\liens_scripts_pubs.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\liens_scripts_pubs.txt","820","23/05/2026 08:43:46"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\manifest.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\manifest.json","7248","23/05/2026 08:43:46"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\README.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_084346\README.txt","255","23/05/2026 08:43:46"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\A_VALIDER_PAR_MOUSS.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\A_VALIDER_PAR_MOUSS.md","1858","23/05/2026 12:15:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\garde_import.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\garde_import.txt","176","23/05/2026 12:15:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\liens_scripts_pubs.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\liens_scripts_pubs.txt","820","23/05/2026 12:15:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\manifest.json","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\manifest.json","7248","23/05/2026 12:15:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\README.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_121528\README.txt","255","23/05/2026 12:15:28"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_122413\A_VALIDER_PAR_MOUSS.md","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_122413\A_VALIDER_PAR_MOUSS.md","1858","23/05/2026 12:24:13"
"C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_122413\garde_import.txt","C:\Users\sinek\Desktop\maxi-trouvaille\business-maxi-trouvailles\rapatriement-jarvis-20260609-181603\current-couches-snapshot\produits-a-valider\organisateur-de-cables-de-voyage-compact_20260523_122413\garde_import.txt","176","23/05/2026 12:24:13"
